State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Non_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Scooter_Motorcycle_Moped,Households_with_Television,Households_with_Telephone_Mobile_Phone,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity,sex_ratio,litracy_rate
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,527599,390110,751170,446057,305113,755673,267345,15341,1452956,38304,14089,164,39,37,87,1167,337972,3651,18927,396819,91107,487926,129778,240222,221194,177877,103367,112592,26069,1011099,512824,1523923,804186,434328,267536,793,164521,5843,107968,310765,258752,344702,32008,18542,49127,67669,61578,252941,114633,76730,56310,4004,380,969,370,1339,255,180,435,42,92,134,76,2364,95.0,60.902761601573616
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,816180,665654,1105155,665469,439686,1054620,467959,30829,1879494,105012,169945,313,256,71,138,4546,500057,9155,38677,443818,269724,713542,207751,386421,372636,282628,153100,163050,29443,1595029,480681,2075710,1065734,647806,443528,2707,222834,15538,147737,458486,379839,445908,106467,30279,83532,113811,107295,375642,172444,95903,68502,5217,421,1362,1000,2362,634,322,956,228,479,707,236,4682,100.0,68.61057286059891
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,828300,664362,1195773,732083,463690,1055971,370212,54322,2115455,76098,55899,435,148,639,157,2913,595211,18604,58861,411286,432398,843684,175017,345914,319484,269016,155344,215514,30391,1510680,608003,2118683,1006543,701326,542295,1580,368604,33405,288543,557479,483430,466373,177609,55751,124130,179881,152415,434027,203567,78045,42331,2495,521,1933,1748,3681,1130,450,1580,513,933,1446,491,7719,99.0,66.28915187516876
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,1611461,1401921,1673814,1181308,492506,2324438,272514,54732,3537399,173785,256762,1620,990,4962,756,21978,961161,100322,200738,438799,774705,1213504,183054,535947,608188,634172,312208,526886,67354,2867809,678374,3546183,2076492,1200284,715895,5581,425865,68427,418526,904619,832716,700252,281627,37098,128984,166082,196143,701330,325921,179266,115195,11202,541,1993,1965,3958,1138,560,1698,522,832,1354,797,8349,99.0,75.36748559120335
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,780541,768197,679620,524629,154991,1190754,72867,35789,909872,78590,876299,160,438,156,10,4849,465692,15673,52943,104253,493788,598041,134236,331559,314029,322511,226312,254107,43034,1625788,210901,1836689,887052,556548,425849,925,122491,21577,115092,438938,398548,420282,57337,22630,54799,77429,85208,348564,172003,91353,57448,5760,275,1048,990,2038,662,246,908,291,534,825,332,4377,102.0,82.8036531731087
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,401726,325318,543298,329034,214264,521195,200837,11340,993666,53292,16483,115,29,7,79,822,264949,4915,17995,212241,152420,364661,76629,190229,167466,146666,77874,85595,14951,759410,276930,1036340,501585,320645,241843,420,153941,10648,117119,250010,210748,221047,61893,21751,45727,67478,57883,185113,82916,44314,32276,2981,199,628,485,1113,267,158,425,99,172,271,145,2151,102.0,68.29955669036809
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,1223810,1049620,1354632,902704,451928,1683620,372828,47293,2760502,168881,97711,520,199,1532,305,8602,754141,34097,95311,417718,592723,1010441,234611,525151,532616,453509,250285,363152,39350,2398674,449125,2847799,1528178,913715,593827,2532,325803,30852,228557,708942,618922,491822,279755,40659,113256,153915,154348,552457,258941,139168,83006,8561,458,1632,1526,3158,980,502,1482,372,710,1082,738,6917,99.0,74.82690705050142
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,640916,572092,671994,461174,210820,944456,345057,11555,1435072,128617,47579,184,450,963,110,3475,381940,5585,19692,399016,118724,517740,136593,323359,313357,249630,122350,125639,35762,1306690,253572,1560262,828444,463326,323706,974,219886,9042,86939,362211,282418,365468,40644,23473,57264,80737,75810,273370,118314,79246,54186,4363,334,992,697,1689,313,253,566,110,157,267,170,3026,103.0,75.0414797859507
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,653312,522819,898245,531463,366782,828356,253726,38797,1673652,32483,16909,183,108,84,199,2983,441044,8960,31581,370357,257127,627484,123573,297179,247516,214836,126468,169206,21582,1200360,388418,1588778,817905,510413,397064,1219,262313,18550,212434,418420,352439,343287,126986,36901,87385,124286,100172,313747,146278,67297,38032,1692,309,1050,890,1940,506,241,747,220,358,578,249,3824,99.0,68.11828557958671
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,208011,167812,299726,162639,137087,265497,118278,5343,521658,32702,10301,83,39,38,26,376,135751,1507,7745,155413,33179,188592,85210,106751,85101,71650,41447,44025,9189,443373,109011,552384,291371,158218,115151,483,59863,2259,32178,125953,103116,132395,14725,11089,24583,35672,28566,95746,41020,26160,16991,992,117,346,242,588,87,79,166,40,36,76,31,979,100.0,66.49110174214425
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,608776,501769,761693,471099,290594,856652,305149,13941,1428784,114194,72850,119,81,32,293,1992,354493,4494,18272,399712,104229,503941,97231,283299,270046,251855,121706,111731,31315,1167183,447346,1614529,835853,470428,311175,889,209024,7882,110324,324444,286329,344074,42109,17015,42319,59334,60971,255959,109856,85132,68484,6851,349,1005,636,1641,282,229,511,86,132,218,92,2812,101.0,68.62226533897284
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,536487,442459,602977,392751,210226,750468,153874,25228,1047411,208038,91139,154,86,29,36,6552,291400,5172,22379,290478,126761,417239,246909,293886,236511,189132,105978,97405,16785,1186606,107292,1293898,708322,389764,252888,2471,125445,5524,49605,284169,252000,270430,51959,12698,37331,50029,53869,215193,93892,67432,56029,7704,265,778,504,1282,268,185,453,75,151,226,112,2340,98.0,72.32994321897085
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,1285107,1000455,1694160,1083797,610363,1787896,454210,141503,3326357,95487,53841,412,174,992,246,4547,835377,20660,63867,572813,597539,1170352,188672,571061,518763,457866,242306,296399,60365,2335432,955045,3290477,1737345,1029479,713294,1938,441388,30660,352121,749932,650064,706525,199211,54960,141704,196664,176298,611941,277832,157811,104034,6260,642,2185,1727,3912,1197,523,1720,437,943,1380,515,8169,95.0,65.63828956225862
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,526304,433440,620171,391305,228866,718930,199563,14656,1186078,74310,75481,150,80,109,24,2869,314270,5773,24456,309224,143193,452417,101778,216931,236700,199263,103903,115894,23941,998410,311112,1309522,666218,391356,280462,1065,172619,8222,91250,304124,258837,277432,59229,19607,44563,64170,60028,226250,101019,65203,46184,5356,248,757,578,1335,258,205,463,103,137,240,169,2456,100.0,71.67077016595462
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,944264,846734,974079,680483,293596,1431811,415361,31200,2075870,190814,133971,231,795,1256,148,2805,555582,13495,42912,479070,274302,753372,138375,431983,419605,373111,178126,222410,49261,1812871,461123,2273994,1193095,712017,499235,1543,343328,17231,161750,522490,446982,475525,108700,31686,77638,109324,111423,405697,180123,114151,82659,7394,481,1474,1064,2538,603,389,992,187,370,557,348,4914,103.0,74.44222304427883
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,479403,390677,591642,368900,222742,654257,315161,14939,1148990,56751,37574,152,79,28,74,2251,312310,4667,18830,189328,221295,410623,90590,219747,213496,156676,95231,101147,14674,891561,270738,1162299,618923,373564,252267,1145,99044,6607,58034,291879,209456,243448,78115,22306,53484,75790,67104,230233,110055,53074,32434,2508,218,734,506,1240,401,169,570,153,367,520,94,2642,99.0,69.83551636208072
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,1495711,1296010,1538054,1103563,434491,2190050,270586,58240,3325823,143093,233633,1422,951,3693,530,18959,909400,75634,174279,387237,732196,1119433,181452,461918,600731,622789,303091,451321,66378,2687680,610048,3297728,1925296,1154775,643614,4419,374923,54505,363741,857364,772398,636443,291863,32054,118838,150892,185181,671689,321799,164709,103687,12554,539,1940,1732,3672,1137,455,1592,472,876,1348,580,7731,99.0,74.88313094269903
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,503085,443386,540168,369853,170315,724109,295188,10440,1132785,96092,33192,258,151,279,64,1456,303114,4416,15535,321331,86848,408179,138960,250163,243773,203450,103908,99082,28166,1067502,175564,1243066,627880,377118,257116,2163,189906,6790,72916,287260,225629,287483,34994,18370,44333,62703,59777,222880,99402,63701,39566,2822,271,781,497,1278,240,193,433,65,117,182,108,2272,102.0,74.86262899665184
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,909803,717010,1238177,738995,499182,1226698,525063,46720,2294369,91636,66987,232,157,7898,110,3486,549077,6445,27529,563102,147061,710163,203879,442688,423135,343955,174560,158041,36454,1782712,672427,2455139,1301347,683904,477668,1956,309133,7851,138956,505170,389329,536269,47934,27323,68693,96016,90489,382614,165526,126599,105226,9408,545,1519,798,2317,483,324,807,118,271,389,131,4189,99.0,65.9998174349612
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,1504355,1269573,1689330,1123874,565456,2247001,391955,136415,3397857,414760,111390,676,438,3514,251,7445,865913,20623,69912,653499,486801,1140300,191963,721473,719731,641585,311434,308514,71127,2965827,891430,3857257,2096113,1116437,720713,3068,491133,20393,286002,797713,653681,764911,144061,36290,101364,137654,149485,615915,267798,198632,159413,14336,789,2455,1670,4125,1082,579,1661,340,777,1117,402,8092,101.0,70.46988680575896
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,760375,638413,950158,579111,371047,992130,208702,35298,1822626,47838,67405,245,87,98,75,3914,505950,10219,37357,363782,370942,734724,163264,398670,317054,230321,138306,167506,35156,1450277,403246,1853523,987538,575006,378174,1570,282826,9845,119486,457317,353909,379629,149739,44466,89433,133899,103255,355973,165669,87049,46868,3392,364,1185,921,2106,595,298,893,199,416,615,321,4300,101.0,72.01753807880192
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,151643,124574,155831,105657,50174,222399,42201,2870,307120,8256,22940,175,39120,85,206,328,46875,273,5067,89457,14071,103528,64515,84516,74015,21430,9157,6425,890,260948,109130,370078,232286,95548,50269,127,22716,907,3006,24750,25563,77969,2897,2656,7394,10050,15688,53904,21755,16461,17546,1597,65,187,121,308,31,45,76,7,0,7,0,455,94.0,73.0288448827433
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,275646,244756,248667,186034,62633,445280,43977,7088,507967,105737,44062,151,34717,307,70,936,81601,997,10310,150437,42184,192621,129329,179547,158211,47160,22720,18419,3736,559122,156840,715962,414878,178608,100274,187,42636,2726,9201,43755,63308,134974,8213,4713,13394,18107,26582,93545,37055,29908,35094,4185,139,349,171,520,78,58,136,11,15,26,26,848,97.0,74.99160598720074
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,351082,295728,366845,253229,113616,509156,111332,6375,736015,49258,39258,245,49420,106,808,891,133744,948,10393,219171,44906,264077,129846,223185,204201,70173,31690,26870,5160,691125,188363,879488,505558,236676,133424,343,83598,3454,12757,78159,87445,196002,6427,6972,18930,25902,46045,143146,59663,37438,33881,2354,170,455,259,714,92,96,188,10,13,23,23,1118,96.0,73.83667370242728
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,722998,638356,698178,500406,197772,1027561,156108,25163,1512801,152791,53622,499,2128,362,430,3106,314567,6394,36186,289621,217016,506637,248343,421485,451563,156277,88122,85405,13478,1464673,279053,1743726,940424,499719,284637,959,182610,11356,44499,231324,228799,365266,29156,12111,36334,48445,92416,285029,119992,72621,63285,6711,297,909,779,1688,255,221,476,72,96,168,188,2817,96.0,78.88527755355823
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,1614594,1065916,1389844,1119701,270143,3028953,234455,94184,3922718,411313,10076,12057,4049,21508,384,36692,536402,27183,82012,496971,406852,903823,600839,904836,647340,450571,317618,199395,20781,3141380,963202,4104582,2871903,991255,547873,7766,444212,44989,243761,433913,520896,626023,37112,12126,35682,47808,50532,259888,93722,115634,258683,106231,735,1846,1594,3440,359,471,830,326,298,624,354,5982,87.0,60.66153299189803
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,1283380,809187,1174361,929337,245024,2499528,267197,78566,2904140,729283,7635,5875,2582,2805,91,21478,268120,13634,58336,582117,275942,858059,456870,491605,443958,334738,216997,172585,20498,2137251,1352181,3489432,2378289,787408,472667,35525,364661,21667,151973,262098,445913,564776,33059,13980,35660,49640,46960,233318,82019,104339,235182,86472,636,1437,1037,2474,270,364,634,202,160,362,185,4290,88.0,56.957817723943215
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,2199340,1466387,2111907,1426110,685797,3842484,541146,185877,5102041,796756,13782,4377,4391,2247,305,30492,391542,24122,85491,983266,265304,1248570,823863,934881,738076,596615,502826,428871,36764,4061896,1756098,5817994,3764404,1335224,818137,36626,701941,41965,243219,355913,616743,853641,34772,20804,58163,78967,68360,338762,118881,151521,325893,154931,1075,2389,1820,4209,451,602,1053,379,211,590,300,7224,90.0,61.56342437035123
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,846676,640263,787398,547406,239992,1610490,301120,58520,1985654,401678,2536,869,1817,235,33,5066,99581,2509,27308,501559,65031,566590,342667,392873,353570,247028,172872,194387,15458,1718855,813502,2532357,1499494,515229,367234,15931,311614,9813,60203,61470,255512,357876,4387,8025,17701,25726,21375,114866,38671,54820,140623,83242,511,1031,624,1655,176,248,424,142,35,177,30,2797,98.0,62.010360784156724
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,546198,384638,442023,364543,77480,937522,151727,12533,1273546,101963,1004,371,332,228,444,1657,65479,2404,14279,255836,58438,314274,133123,291837,282449,168866,101542,79012,6531,1063360,276224,1339584,856336,320763,202054,392,179939,5088,35729,60174,152099,240103,6104,7160,17368,24528,22137,106340,38295,45908,91569,25933,259,549,338,887,97,129,226,83,36,119,20,1510,86.0,67.47413096346983
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,2285004,2328909,2771917,1559414,1212503,1372032,941890,430142,3241881,452055,115991,3878626,718692,3810,719,5652,183,226,6005,183381,6652,47324,891024,80434,971458,831966,1344726,879745,489060,312571,158303,8087,4024458,1218146,5242604,2930243,965876,699954,17840,521004,20757,116175,159910,500400,647550,7850,11679,27718,39397,33648,184249,60499,90102,255784,180500,870,1882,1425,3307,296,423,719,400,56,456,67,5419,102.0,60.077357332051996
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,489858,308112,416695,342604,74091,886353,74500,20347,917474,364583,1840,483,161,16139,25,2343,119121,2989,19999,246055,69991,316046,139646,272939,215070,132197,79475,44164,3730,887221,376700,1263921,817140,283276,194548,8084,114603,13301,42998,111663,155781,196311,6261,4170,10173,14343,13918,76826,27562,35346,80067,35854,264,551,317,868,102,139,241,57,44,101,39,1514,86.0,61.23872643218055
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,878285,520083,1152160,895576,256584,2335571,482897,37965,2291892,1169330,6400,8212,2793,1177,38,7889,85814,2681,35463,698520,61742,760262,447648,493760,215939,104762,65106,47690,7028,1381933,1920966,3302899,2275746,754346,446242,11397,397685,13451,51784,71676,270422,582513,7619,19848,54608,74456,60205,231407,80324,90878,211072,78243,584,1161,624,1785,204,286,490,119,44,163,37,3060,89.0,40.09391779354543
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,1160960,802630,1019483,723060,296423,2220291,384432,72194,3004240,213440,4463,892,1595,233,64,14847,119972,4672,42969,564927,64454,629381,436021,515010,443440,409484,323582,200434,20283,2348254,1032533,3380787,1975934,724362,502628,36850,324245,10846,65467,115533,342823,472507,5795,7886,21363,29249,27690,153571,51466,74415,187993,111627,611,1273,901,2174,215,303,518,223,45,268,64,3634,94.0,60.608857284489595
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,544943,323414,760253,534332,225921,1388412,328768,29916,1333242,805975,3228,900,1866,198,87,3169,57400,1551,15510,410070,35768,445838,379253,227932,122911,65516,40633,37109,2777,876131,1332817,2208948,1415213,442339,283947,7166,232350,6167,37816,34497,194750,314737,4279,11062,22200,33262,23290,96621,33057,40274,116044,75064,393,795,496,1291,134,190,324,115,24,139,26,2174,93.0,40.413791819571685
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,630626,372311,701689,485314,216375,1097721,273458,19098,1637549,157612,1367,231,168,916,50,1517,73522,1655,18612,378056,67569,445625,325773,415195,249238,114783,61702,63112,5728,1235531,588025,1823556,1120432,408527,265310,5141,183817,5202,32236,52233,174698,312553,6773,12166,26640,38806,27123,127003,44496,55384,116889,40039,348,722,406,1128,130,175,305,84,49,133,32,1949,86.0,55.73699156945888
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,1010518,681940,1192850,871241,321609,2067849,421973,77235,2505444,737106,4857,2090,1553,3016,211,6422,108116,3159,26293,635840,79068,714908,533140,420824,350564,197780,132332,113799,12281,1760720,1540841,3301561,2043335,709494,445269,62601,446335,11935,91664,116157,306578,554258,8736,23631,47390,71021,55909,226368,78754,91705,197742,72586,564,1160,767,1927,194,275,469,186,40,226,45,3230,91.0,51.90476029832867
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,1342697,849062,1401971,1153006,248965,3046388,326376,131699,2830768,1536534,14822,28187,4371,931,339,32407,272830,15164,56575,631613,362798,994411,717585,641251,442110,272840,172554,146446,16806,2409592,1744527,4154119,2893965,952233,514141,88020,456654,24436,159838,300504,481724,698240,36162,17381,47699,65080,66579,299042,106979,125484,284381,97719,807,1794,1114,2908,348,455,803,196,217,413,195,5126,89.0,49.271180675840235
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,819719,574064,783688,558642,225046,1680776,282260,36856,2082976,364510,3493,900,9753,107,99,2626,108101,3423,30244,513960,31065,545025,470355,349221,324085,211477,162961,143642,13030,1674771,1021192,2695963,1574037,519265,363891,7271,309655,11477,66316,76856,278758,372178,5089,11671,21232,32903,24237,117645,39549,53859,142675,86567,478,989,692,1681,158,228,386,185,20,205,24,2775,96.0,56.55521849781535
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,1241471,893922,1088036,921497,166539,2594677,311489,52549,2032081,1585210,6184,50624,1736,2134,41,4703,268353,7303,37341,683875,224648,908523,498971,827447,549594,255028,159528,148185,14658,2453411,1308683,3762094,2404576,786305,450186,41646,378636,17143,131278,260312,445114,604085,17110,12247,39934,52181,53828,257846,92798,111220,240708,78073,722,1551,930,2481,289,381,670,187,142,329,109,4310,92.0,57.984236078130444
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,1253314,778342,1173260,897815,275445,2325911,241137,65937,2707195,777407,4088,2765,669,1572,86,5389,223922,7865,38225,658449,221628,880077,443641,540754,475146,338138,217882,151182,17796,2184539,1185318,3369857,2246254,753949,472808,26160,321044,20979,136765,254050,410624,549364,26299,14191,33933,48124,43390,227306,79984,103932,226492,80754,719,1593,1020,2613,298,388,686,219,168,387,129,4534,90.0,58.0610664640282
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,699454,475152,652543,462971,189572,1300213,248674,58552,1727869,215081,2153,1389,340,100,1175,4649,99602,3492,20762,344937,50822,395759,295979,367768,276638,196240,135962,88299,7586,1368472,543247,1911719,1222695,437000,287767,5294,220298,7313,49064,109887,190317,283240,9071,5137,15746,20883,18937,103566,35149,49480,111692,58577,383,789,507,1296,133,188,321,121,31,152,30,2183,92.0,60.15119144429719
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,330339,200733,394197,254977,139220,597533,150695,12555,955372,34559,693,63,101,285,27,630,41046,827,9437,207237,23558,230795,168472,174106,124256,69641,40266,35826,3660,616227,383908,1000135,638046,214228,136669,2787,105264,2805,17911,27006,84775,162755,3009,5565,12930,18495,12840,62599,21803,27956,62762,23602,186,378,223,601,65,91,156,49,15,64,13,1019,88.0,53.55005898782935
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,1079288,795951,876246,639073,237173,2224700,291016,50418,2730957,358539,3626,818,1182,209,146,5469,150001,4469,36068,597778,67928,665706,602403,473097,449571,372031,277548,194341,23334,2392325,1130108,3522433,1946336,664708,481219,8683,353180,13388,84941,122308,379700,463312,6074,7466,18005,25471,23641,142877,46678,72558,184244,119972,633,1302,867,2169,218,312,530,205,47,252,58,3643,102.0,60.47312658782191
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,647042,408160,545984,440244,105740,1228496,131779,28396,1611126,146346,2464,708,2887,5671,18,5260,69591,2635,19712,334246,67752,401998,238019,214091,201984,178434,119665,88607,8092,1048892,718310,1767202,1149372,383707,237427,3974,189111,6644,54798,79090,200961,280646,6907,6907,17777,24684,21331,104978,35582,48065,116471,44341,679,1347,602,1949,256,348,604,66,93,159,71,3461,87.0,59.4654208556873
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,623583,438420,506072,413713,92359,1075738,158026,20803,1457892,113961,1362,1045,1733,3917,94,1806,113098,2964,21506,265643,85483,351126,171216,292852,298700,195192,121283,118571,13400,1211214,397708,1608922,979633,362026,237786,2365,194564,7736,47713,84543,177997,261034,10690,8175,18470,26645,23209,112947,40294,49444,101056,34685,290,636,417,1053,119,157,276,85,62,147,58,1825,87.0,67.13846795759288
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,838339,612562,831209,597888,233321,1639787,272734,43505,2094271,365806,3225,1912,737,358,185,4502,127754,4746,28625,510378,79288,589666,356093,361114,347114,231129,176303,179996,18947,1670696,981915,2652611,1534832,543148,367332,25684,346448,15426,74081,99531,276720,403711,10253,15511,28653,44164,34082,156671,54349,68240,151205,65789,513,1063,698,1761,183,260,443,152,51,203,65,2985,96.0,58.71725409510983
Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,159,1885204,1006240,878964,1092677,654827,437850,592267,494545,97722,1292937,135679,43528,1596278,276846,3137,3160,3161,487,100,2035,88081,2624,18733,316647,94843,411490,270550,330084,257279,184298,115069,110391,9368,1277039,710960,1987999,1224584,411153,246795,2672,204261,6765,49592,87314,198066,294748,9374,8334,20553,28887,26464,115712,40019,49229,115249,48208,359,751,425,1176,141,190,331,73,63,136,56,2058,87.0,57.96067693469779
Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,172,2632733,1384722,1248011,1512166,911003,601163,1063929,713736,350193,1568804,425366,51555,2274674,350700,2201,402,172,199,47,4338,75263,3385,33501,558807,77733,636540,409875,463642,376472,227119,134445,116445,10212,1738210,895178,2633388,1624830,603831,395547,8525,331499,16758,59754,97968,271445,460648,8349,14416,34068,48484,41991,194029,68525,83513,176529,53979,539,1076,597,1673,190,266,456,114,43,157,43,2868,90.0,57.437119525603244
Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,147,2498156,1332046,1166110,1521806,912314,609492,761521,621840,139681,1736635,150221,59942,2140745,314812,3370,1804,3395,19077,61,14892,196080,5834,31797,349747,185621,535368,324525,416295,368905,277163,166249,108627,11313,1673077,672115,2345192,1621154,543730,312689,20583,278168,10940,85413,169583,283190,379586,28917,7965,24179,32144,32308,158210,54596,71306,165206,56587,490,1074,575,1649,213,269,482,96,136,232,88,2940,88.0,60.91717250644075
Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,141,1648115,890214,757901,1122947,666065,456882,569109,443384,125725,1079006,48845,35400,1394025,215500,7366,9261,895,4518,91,16459,257586,53181,87188,170835,338935,509770,201277,330623,283031,218587,194796,101645,5058,1335017,342284,1677301,1015648,402967,188862,40638,128362,78631,124939,232925,278982,219857,87751,12898,29449,42347,40846,163768,65967,56955,84350,25813,222,649,750,1399,285,158,443,173,122,295,220,2578,85.0,68.13523328165813
Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,140,4681645,2488834,2192811,3123264,1811397,1311867,1520538,1231615,288923,3161107,123680,83672,3414427,1186776,19026,23001,3487,16412,265,18251,695130,78116,179552,355407,836316,1191723,534606,858286,797473,597661,475439,255949,26399,3545813,885070,4430883,2891069,1139871,559963,90742,409265,119441,292502,592753,700485,672322,140034,17906,51607,69513,87682,412399,163121,161596,263640,84291,552,1645,1787,3432,335,427,762,375,347,722,478,5946,88.0,66.71296093573946
Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,195,3620268,1855075,1765193,2197549,1293553,903996,1204602,808700,395902,2415666,435934,68254,3233790,368153,4181,810,3145,213,184,9792,105767,5309,50180,700173,61467,761640,566504,691057,563310,449909,334003,186306,12795,2803884,1008996,3812880,2234593,774130,556273,55272,383511,21169,78218,139187,375976,514080,5915,8780,22682,31462,28154,159312,52985,78173,204877,129310,702,1443,993,2436,248,343,591,245,40,285,63,4079,95.0,60.70127957377741
